Redshift,ZERR
0.03870399,6.837736e-06
0.0387372,7.509203e-05
0.03874381,1.52663e-05
0.03882656,5.405509e-06
0.03887157,9.381877e-06
0.03887632,1.308484e-05
0.03889605,7.472391e-06
0.03890004,9.012326e-05
0.03897034,1.04316e-05
0.03902926,5.780714e-06
0.03913065,5.856462e-06
0.03914525,7.563042e-06
0.03918729,7.272647e-06
0.03923238,7.290409e-06
0.03923602,1.233147e-05
0.03924933,2.17584e-05
0.03928925,1.798204e-05
0.03940681,5.000107e-05
0.03941562,7.877019e-06
0.03942481,1.099012e-05
0.03944341,1.209643e-05
0.03954719,2.649304e-05
0.03963184,1.169218e-05
0.0397381,1.170831e-05
0.03978452,8.384398e-06
0.03980012,1.992033e-05
0.03994823,1.864772e-05
0.04002403,1.279685e-05
0.04005129,9.847191e-06
0.04006417,1.69066e-05
0.04008022,7.722578e-06
0.04019609,1.540491e-05
0.04020179,1.585564e-05
0.04023575,1.551286e-05
0.04023705,0.0004620172
0.04027629,1.529725e-05
0.04028217,1.295113e-05
0.04037567,1.81772e-05
0.0403974,1.181021e-05
0.04041023,2.783965e-05
0.04041226,1.358067e-05
0.04042765,9.453297e-06
0.04044469,1.16302e-05
0.04045041,9.867895e-05
0.04047224,1.424107e-05
0.04049324,2.050134e-05
0.04052276,0.1493368
0.04057404,1.042359e-05
0.04059859,1.750119e-05
0.04065641,1.735451e-05
0.04067241,1.586489e-05
0.04068506,7.529892e-06
0.04069329,1.089223e-05
0.04070093,1.468171e-05
0.04075697,7.313385e-06
0.04079925,4.614356e-06
0.04084735,1.791726e-05
0.04085166,2.11528e-05
0.04086224,1.276915e-05
0.04088376,7.994073e-06
0.04088988,2.125226e-05
0.04091124,6.98578e-06
0.04091941,2.319625e-05
0.04092901,5.760857e-06
0.04093729,1.350674e-05
0.04094916,1.806021e-05
0.04099653,7.072365e-06
0.04105498,8.79162e-06
0.04106498,7.271762e-06
0.04108727,6.98884e-06
0.04110999,5.429752e-06
0.04112403,1.577396e-05
0.04116223,9.394639e-06
0.0412305,1.221276e-05
0.04124846,1.255205e-05
0.04129982,1.321901e-05
0.04131459,1.140332e-05
0.04131727,7.925973e-05
0.04131748,5.4933e-06
0.04131939,0.000135772
0.04132072,5.842679e-06
0.04133293,1.006262e-05
0.04134025,1.134879e-05
0.04136186,2.154411e-05
0.04137244,9.822397e-06
0.0413831,7.152412e-05
0.04145747,1.204544e-05
0.04154352,0.00020394
0.0415523,0.0001553359
0.04161743,8.476554e-06
0.04162906,9.360118e-06
0.04167544,1.283844e-05
0.04171916,2.613369e-05
0.04178713,7.619115e-06
0.04178955,6.049949e-06
0.04190864,6.39268e-06
0.04194128,1.881436e-05
0.04195619,9.439143e-06
0.04202622,1.715904e-05
0.04205385,7.411895e-06
0.04205657,1.049715e-05
0.04207317,8.594054e-06
0.04210304,6.081938e-06
0.04211724,1.123133e-05
0.04212166,9.401201e-06
0.04212917,1.164713e-05
0.04219641,0.0001243129
0.0421975,7.388555e-06
0.04222712,8.88576e-06
0.04227846,1.464367e-05
0.04229046,1.709726e-05
0.04229347,6.82183e-06
0.04232636,6.446342e-06
0.04232771,1.099384e-05
0.04233324,9.865373e-05
0.04241734,8.773978e-06
0.04244842,1.115191e-05
0.04246612,1.093057e-05
0.04249312,1.957294e-05
0.04250605,1.113574e-05
0.04255463,7.44197e-06
0.04257791,7.395955e-06
0.04258435,1.460986e-05
0.04261035,1.130316e-05
0.0426606,4.590967e-06
0.04266521,0.0001337124
0.0427057,1.097945e-05
0.042715,1.685296e-05
0.04273437,0.0002914601
0.04284165,1.873732e-05
0.04286675,7.144663e-06
0.0428934,4.813585e-06
0.04290966,1.207241e-05
0.04298076,1.623817e-05
0.04298247,1.470361e-05
0.04299181,5.680276e-06
0.04300182,1.241155e-05
0.04314946,7.241338e-06
0.04315197,6.193246e-06
0.04320338,9.683703e-06
0.04326242,8.785708e-06
0.04328635,6.521435e-06
0.04332443,1.640265e-05
0.04339552,8.542154e-06
0.04340764,0.0002642355
0.04345263,5.350691e-05
0.04348576,1.157727e-05
0.04348933,1.143925e-05
0.04352004,6.799833e-06
0.04359929,1.188254e-05
0.04370952,2.415274e-05
0.04372708,6.27163e-06
0.0437297,2.162027e-05
0.04377536,1.013116e-05
0.04378525,1.151033e-05
0.04378637,1.168757e-05
0.04396569,1.046227e-05
0.04407143,1.203249e-05
0.04411175,2.963461e-05
0.04419516,1.320491e-05
0.04422893,2.237451e-05
0.04424935,7.309424e-06
0.04426769,8.183426e-06
0.04431255,1.805569e-05
0.0443937,7.056164e-06
0.04441255,1.718168e-05
0.04441566,0.0001737795
0.04442397,7.567661e-06
0.04462535,1.172262e-05
0.0446392,1.167061e-05
0.04466789,1.493062e-05
0.04471984,8.165643e-06
